1749049951196370	1000
1749049951196441	1000
1749049951196570	1000
1749049951196715	1000
1749049951196731	1000
1749049951196824	1000
1749049951196950	1000
1749049951196957	1000
1749049951197005	1000
1749049951197104	1000
1749049951197261	1000
1749049951197267	1000
1749049951197371	1000
1749049951197425	1000
1749049951197486	1000
1749049951197567	1000
1749049951197680	1000
1749049951197741	1000
1749049951197809	1000
1749049951197936	1000
1749049951198052	1000
1749049951198098	1000
1749049951198239	1000
1749049951198243	1000
1749049951198378	1000
1749049951198412	1000
1749049951198472	1000
1749049951198551	1000
1749049951198626	1000
1749049951198663	1000
1749049951198693	1000
1749049951198764	1000
1749049951198848	1000
1749049951198987	1000
1749049951198993	1000
1749049951199033	1000
1749049951199103	1000
1749049951199180	1000
1749049951199300	1000
1749049951199307	1000
1749049951199341	1000
1749049951199456	1000
1749049951199468	1000
1749049951199534	1000
1749049951199566	1000
1749049951199647	1000
1749049951199683	1000
1749049951199758	1000
1749049951199795	1000
1749049951199927	1000
1749049951200010	1000
1749049951200017	1000
1749049951200113	1000
1749049951200237	1000
1749049951200245	1000
1749049951200333	1000
1749049951200362	1000
1749049951200428	1000
1749049951200463	1000
1749049951200538	1000
1749049951200569	1000
1749049951200638	1000
1749049951200680	1000
1749049951200736	1000
1749049951200851	1000
1749049951200859	1000
1749049951200937	1000
1749049951200993	1000
1749049951201057	1000
1749049951201071	1000
1749049951201125	1000
1749049951201194	1000
1749049951201246	1000
1749049951201287	1000
1749049951201418	1000
1749049951201456	1000
1749049951201555	1000
1749049951201562	1000
1749049951201601	1000
1749049951201701	1000
1749049951201708	1000
1749049951201832	1000
1749049951201837	1000
1749049951201916	1000
1749049951201925	1000
1749049951202002	1000
1749049951202170	1000
1749049951202174	1000
1749049951202211	1000
1749049951202285	1000
1749049951202319	1000
1749049951202388	1000
1749049951202467	1000
1749049951202550	1000
1749049951202600	1000
1749049951202737	1000
1749049951202753	1000
1749049951202803	1000
1749049951202845	1000
1749049951202903	1000
1749049951202937	1000
1749049951202985	1000
1749049951203047	1000
1749049951203210	1000
1749049951203219	1000
1749049951203272	1000
1749049951203329	1000
1749049951203434	1000
1749049951203500	1000
1749049951203547	1000
1749049951203642	1000
1749049951203653	1000
1749049951203754	1000
1749049951203771	1000
1749049951203831	1000
1749049951203894	1000
1749049951203953	1000
1749049951204116	1000
1749049951204122	1000
1749049951204175	1000
1749049951204270	1000
1749049951204320	1000
1749049951204406	1000
1749049951204634	1000
1749049951204657	1000
1749049951204705	1000
1749049951204769	1000
1749049951204855	1000
1749049951204908	1000
1749049951204953	1000
1749049951205012	1000
1749049951205080	1000
1749049951205217	1000
1749049951205224	1000
1749049951205261	1000
1749049951205394	1000
1749049951205404	1000
1749049951205460	1000
1749049951205508	1000
1749049951205573	1000
1749049951205658	1000
1749049951205692	1000
1749049951205782	1000
1749049951205825	1000
1749049951205892	1000
1749049951205945	1000
1749049951206031	1000
1749049951206060	1000
1749049951206138	1000
1749049951206178	1000
1749049951206254	1000
1749049951206315	1000
1749049951206390	1000
1749049951206452	1000
1749049951206490	1000
1749049951206560	1000
1749049951206603	1000
1749049951206754	1000
1749049951206761	1000
1749049951206840	1000
1749049951206846	1000
1749049951206973	1000
1749049951206982	1000
1749049951207096	1000
1749049951207110	1000
1749049951207147	1000
1749049951207228	1000
1749049951245686	1000
1749049951245754	1000
1749049951245998	1000
1749049951246006	1000
1749049951246086	1000
1749049951246185	1000
