1749109283464347	0	210
1749109283464506	0	369
1749109283464562	0	425
1749109283464663	0	526
1749109283464792	0	655
1749109283464874	0	737
1749109283464960	0	823
1749109283465016	0	879
1749109283465075	0	938
1749109283465148	0	1011
1749109283465202	0	1065
1749109283465258	0	1121
1749109283465297	0	1160
1749109283465357	0	1220
1749109283465421	0	1284
1749109283465482	0	1345
1749109283465539	0	1402
1749109283465605	0	1468
1749109283465654	0	1517
1749109283465698	0	1561
1749109283465741	0	1604
1749109283465783	0	1646
1749109283465824	0	1687
1749109283465861	0	1724
1749109283465961	0	1824
1749109283466030	0	1893
1749109283466089	0	1952
1749109283466153	0	2016
1749109283466223	0	2086
1749109283466281	0	2144
1749109283466337	0	2200
1749109283466401	0	2264
1749109283466462	0	2325
1749109283466516	0	2379
1749109283466573	0	2436
1749109283466639	0	2502
1749109283466739	0	2602
1749109283466791	0	2654
1749109283466830	0	2693
1749109283466880	0	2743
1749109283466945	0	2808
1749109283466996	0	2859
1749109283467056	0	2919
1749109283467113	0	2976
1749109283467164	0	3027
1749109283467229	0	3092
1749109283467285	0	3148
1749109283467334	0	3197
1749109283467383	0	3246
1749109283467423	0	3286
1749109283467461	0	3324
1749109283467504	0	3367
1749109283467554	0	3417
1749109283467613	0	3476
1749109283467653	0	3516
1749109283467693	0	3556
1749109283467718	0	3581
1749109283467762	0	3625
1749109283467815	0	3678
1749109283467866	0	3729
1749109283467902	0	3765
1749109283467954	0	3817
1749109283468001	0	3864
1749109283468070	0	3933
1749109283468115	0	3978
1749109283468157	0	4020
1749109283468188	0	4051
1749109283468242	0	4105
1749109283468295	0	4158
1749109283468342	0	4205
1749109283468397	0	4260
1749109283468456	0	4319
1749109283468494	0	4357
1749109283468533	0	4396
1749109283468568	0	4431
1749109283468605	0	4468
1749109283468648	0	4511
1749109283468672	0	4535
1749109283468715	0	4578
1749109283468758	0	4621
1749109283468797	0	4660
1749109283468850	0	4713
1749109283468915	0	4778
1749109283468964	0	4827
1749109283469015	0	4878
1749109283469049	0	4912
1749109283469090	0	4953
1749109283469119	0	4982
1749109283469161	0	5024
1749109283469218	0	5081
1749109283469267	0	5130
1749109283469338	0	5201
1749109283469389	0	5252
1749109283469441	0	5304
1749109283469478	0	5341
1749109283469509	0	5372
1749109283469559	0	5422
1749109283469613	0	5476
1749109283469660	0	5523
1749109283469700	0	5563
1749109283469737	0	5600
1749109283469800	0	5663
1749109283469844	0	5707
1749109283469889	0	5752
1749109283469941	0	5804
1749109283469986	0	5849
1749109283470028	0	5891
1749109283470092	0	5955
1749109283470136	0	5999
1749109283470193	0	6056
1749109283470227	0	6090
1749109283470280	0	6143
1749109283470318	0	6181
1749109283470381	0	6244
1749109283470414	0	6277
1749109283470467	0	6330
1749109283470517	0	6380
1749109283470557	0	6420
1749109283470601	0	6464
1749109283470671	0	6534
1749109283470737	0	6600
1749109283470773	0	6636
1749109283470817	0	6680
1749109283470859	0	6722
1749109283470910	0	6773
1749109283470957	0	6820
1749109283470993	0	6856
1749109283471036	0	6899
1749109283471076	0	6939
1749109283471131	0	6994
1749109283471191	0	7054
1749109283471240	0	7103
1749109283471269	0	7132
1749109283471311	0	7174
1749109283471351	0	7214
1749109283471382	0	7245
1749109283471423	0	7286
1749109283471476	0	7339
1749109283471524	0	7387
1749109283471560	0	7423
1749109283471594	0	7457
1749109283471629	0	7492
1749109283471680	0	7543
1749109283471714	0	7577
1749109283471769	0	7632
1749109283471823	0	7686
1749109283471880	0	7743
1749109283471916	0	7779
1749109283472001	0	7864
1749109283472049	0	7912
1749109283472113	0	7976
1749109283472183	0	8046
1749109283472240	0	8103
1749109283472297	0	8160
1749109283472367	0	8230
1749109283472428	0	8291
1749109283472503	0	8366
1749109283472560	0	8423
1749109283472615	0	8478
1749109283472682	0	8545
1749109283472745	0	8608
1749109283472812	0	8675
1749109283472886	0	8749
1749109283472950	0	8813
1749109283473017	0	8880
1749109283473076	0	8939
1749109283473162	0	9025
1749109283473208	0	9071
1749109283473249	0	9112
1749109283473315	0	9178
1749109283473370	0	9233
1749109283473435	0	9298
1749109283473498	0	9361
1749109283473553	0	9416
1749109283473610	0	9473
1749109283473679	0	9542
1749109283473746	0	9609
1749109283473804	0	9667
1749109283473873	0	9736
1749109283473954	0	9817
1749109283474012	0	9875
1749109283474064	0	9927
1749109283474119	0	9982
1749109283474185	0	10048
1749109283474231	0	10094
1749109283474288	0	10151
1749109283474350	0	10213
1749109283474413	0	10276
1749109283474499	0	10362
1749109283474575	0	10438
1749109283474632	0	10495
1749109283474687	0	10550
1749109283474732	0	10595
1749109283474796	0	0
1749109283474845	0	0
1749109283474911	0	0
1749109283514251	0	156
1749109283514337	0	242
1749109283514383	0	288
1749109283514426	0	331
1749109283514485	0	390
1749109283514542	0	447
1749109283514600	0	505
1749109283514672	0	577
1749109283514738	0	643
1749109283514807	0	712
1749109283514869	0	774
1749109283514959	0	864
1749109283515016	0	921
1749109283515078	0	983
1749109283515154	0	1059
1749109283515218	0	1123
1749109283515298	0	1203
1749109283515365	0	1270
1749109283515437	0	1342
1749109283515508	0	1413
1749109283515578	0	1483
1749109283515638	0	1543
1749109283515721	0	1626
1749109283515826	0	1731
1749109283515907	0	1812
1749109283515962	0	1867
1749109283516015	0	1920
1749109283516058	0	1963
1749109283516105	0	2010
1749109283516173	0	2078
1749109283516240	0	2145
1749109283516311	0	2216
1749109283516373	0	2278
1749109283516429	0	2334
1749109283516487	0	2392
1749109283516544	0	2449
1749109283516600	0	2505
1749109283516668	0	2573
1749109283516717	0	2622
1749109283516779	0	2684
1749109283516862	0	2767
1749109283516924	0	2829
1749109283516986	0	2891
1749109283517055	0	2960
1749109283517110	0	3015
1749109283517170	0	3075
1749109283517239	0	3144
1749109283517325	0	3230
1749109283517398	0	3303
1749109283517457	0	3362
1749109283517521	0	3426
1749109283517573	0	3478
1749109283517634	0	3539
1749109283517681	0	3586
1749109283517749	0	3654
1749109283517804	0	3709
1749109283517862	0	3767
1749109283517921	0	3826
1749109283517964	0	3869
1749109283518021	0	3926
1749109283518077	0	3982
1749109283518119	0	4024
1749109283518211	0	4116
1749109283518271	0	4176
1749109283518341	0	4246
1749109283518387	0	4292
1749109283518463	0	4368
1749109283518515	0	4420
1749109283518611	0	4516
1749109283518668	0	4573
1749109283518723	0	4628
1749109283518785	0	4690
1749109283518851	0	4756
1749109283518911	0	4816
1749109283518968	0	4873
1749109283519020	0	4925
1749109283519077	0	4982
1749109283519136	0	5041
1749109283519192	0	5097
1749109283519232	0	5137
1749109283519308	0	5213
1749109283519363	0	5268
1749109283519415	0	5320
1749109283519477	0	5382
1749109283519546	0	5451
1749109283519600	0	5505
1749109283519656	0	5561
1749109283519717	0	5622
1749109283519783	0	5688
1749109283519841	0	5746
1749109283519905	0	5810
1749109283519962	0	5867
1749109283520022	0	5927
1749109283520089	0	5994
1749109283520142	0	6047
1749109283520201	0	6106
1749109283520257	0	6162
1749109283520309	0	6214
1749109283520362	0	6267
1749109283520436	0	6341
1749109283520497	0	6402
1749109283520556	0	6461
1749109283520611	0	6516
1749109283520669	0	6574
1749109283520732	0	6637
1749109283520813	0	6718
1749109283520886	0	6791
1749109283520985	0	6890
1749109283521040	0	6945
1749109283521076	0	6981
1749109283521114	0	7019
1749109283521148	0	7053
1749109283521198	0	7103
1749109283521240	0	7145
1749109283521305	0	7210
1749109283521343	0	7248
1749109283521390	0	7295
1749109283521447	0	7352
1749109283521503	0	7408
1749109283521559	0	7464
1749109283521624	0	7529
1749109283521734	0	7639
1749109283521790	0	7695
1749109283521850	0	7755
1749109283521904	0	7809
1749109283521964	0	7869
1749109283522014	0	7919
1749109283522056	0	7961
1749109283522109	0	8014
1749109283522168	0	8073
1749109283522236	0	8141
1749109283522325	0	8230
1749109283522388	0	8293
1749109283522445	0	8350
1749109283522507	0	8412
1749109283522583	0	8488
1749109283522644	0	8549
1749109283522701	0	8606
1749109283522753	0	8658
1749109283522804	0	8709
1749109283522862	0	8767
1749109283522928	0	8833
1749109283522992	0	8897
1749109283523052	0	8957
1749109283523111	0	9016
1749109283523169	0	9074
1749109283523224	0	9129
1749109283523285	0	9190
1749109283523360	0	9265
1749109283523415	0	9320
1749109283523466	0	9371
1749109283523524	0	9429
1749109283523580	0	9485
1749109283523619	0	9524
1749109283523686	0	9591
1749109283523748	0	9653
1749109283523808	0	9713
1749109283523871	0	9776
1749109283523924	0	9829
1749109283523979	0	9884
1749109283524049	0	9954
1749109283524113	0	10018
1749109283524166	0	10071
1749109283524221	0	10126
1749109283524284	0	10189
1749109283524346	0	10251
1749109283524405	0	0
1749109283524468	0	0
1749109283524527	0	0
1749109283524576	0	0
1749109283524626	0	0
1749109283564025	0	105
1749109283564133	0	213
1749109283564233	0	313
1749109283564296	0	376
1749109283564367	0	447
1749109283564411	0	491
1749109283564469	0	549
1749109283564528	0	608
1749109283564582	0	662
1749109283564655	0	735
1749109283564716	0	796
1749109283564755	0	835
1749109283564811	0	891
1749109283564895	0	975
1749109283564941	0	1021
1749109283564988	0	1068
1749109283565070	0	1150
1749109283565114	0	1194
1749109283565162	0	1242
1749109283565208	0	1288
1749109283565269	0	1349
1749109283565341	0	1421
1749109283565386	0	1466
1749109283565443	0	1523
1749109283565507	0	1587
1749109283565562	0	1642
1749109283565613	0	1693
1749109283565667	0	1747
1749109283565716	0	1796
1749109283565772	0	1852
1749109283565846	0	1926
1749109283565907	0	1987
1749109283565963	0	2043
1749109283566033	0	2113
1749109283566104	0	2184
1749109283566173	0	2253
1749109283566244	0	2324
1749109283566312	0	2392
1749109283566376	0	2456
1749109283566442	0	2522
1749109283566479	0	2559
1749109283566524	0	2604
1749109283566564	0	2644
1749109283566619	0	2699
1749109283566654	0	2734
1749109283566713	0	2793
1749109283566773	0	2853
1749109283566827	0	2907
1749109283566897	0	2977
1749109283566954	0	3034
1749109283567019	0	3099
1749109283567083	0	3163
1749109283567129	0	3209
1749109283567196	0	3276
1749109283567240	0	3320
1749109283567308	0	3388
1749109283567351	0	3431
1749109283567406	0	3486
1749109283567472	0	3552
1749109283567528	0	3608
